HuMAP2_ID,Confidence,Uniprot_ACCs,genenames
HuMAP2_05939,2,Q9Y6I3 O95208 O43175 Q9H201,EPN1 EPN2 PHGDH EPN3
HuMAP2_05940,5,O95793 Q9HAN9 O75569 Q9NUL3,STAU1 NMNAT1 PRKRA STAU2
HuMAP2_05941,5,O43660 Q8NG48,PLRG1 LINS1
HuMAP2_05942,2,Q9HCP0 P78368 Q9Y6M4,CSNK1G1 CSNK1G2 CSNK1G3
HuMAP2_05943,3,Q9NY33 P30520 Q6UB35 P23526 P09104 P27797 Q96AT9 P06733 Q9BYZ2 C9JRZ8,DPP3 ADSS2 MTHFD1L AHCY ENO2 CALR RPE ENO1 LDHAL6B AKR1B15
HuMAP2_05944,5,P62736 O15049 Q9C0D2 Q9P209 Q5H9S7 Q9HA38 Q8N0Z3 Q86W54,ACTA2 N4BP3 CEP295 CEP72 DCAF17 ZMAT3 SPICE1 SPATA24
HuMAP2_05945,5,Q6IN84 Q8IWV7 Q9C0D3,MRM1 UBR1 ZYG11B
HuMAP2_05946,4,Q8NHY2 P15036 P50549,COP1 ETS2 ETV1
HuMAP2_05947,2,Q8TBC4 Q13564,UBA3 NAE1
HuMAP2_05948,5,P61018 P42126 Q8WUD1 P61106 P61224 Q6NXP2 P51149 P61019,RAB4B ECI1 RAB2B RAB14 RAP1B FAM71F2 RAB7A RAB2A
HuMAP2_05949,4,Q9NZM1 P05023 P05026,MYOF ATP1A1 ATP1B1
HuMAP2_05950,4,Q15078 Q00535 Q8IZL9 Q6ZMN8,CDK5R1 CDK5 CDK20 CCNI2
HuMAP2_05951,1,Q15459 Q12874,SF3A1 SF3A3
HuMAP2_05952,5,Q8IUI8 Q6UWR7 Q8TCN5 O15126 Q6RW13 Q8IZ13 Q6ZN04 A1L020 Q9NSV4,CRLF3 ENPP6 ZNF507 SCAMP1 AGTRAP ZBED8 MEX3B MEX3A DIAPH3
HuMAP2_05953,5,O95445 P0DMV1,APOM CT45A8
HuMAP2_05954,3,Q92945 O00762,KHSRP UBE2C
HuMAP2_05955,4,Q6X784 Q15072,ZPBP2 ZNF146
HuMAP2_05956,2,P51858 P62258,HDGF YWHAE
HuMAP2_05957,3,O43602 Q96T66 O15075,DCX NMNAT3 DCLK1
HuMAP2_05958,5,P00338 Q99714 O60218 P07195 Q32P51 C9JRZ8,LDHA HSD17B10 AKR1B10 LDHB HNRNPA1L2 AKR1B15
HuMAP2_05959,5,Q96GV9 P49137 Q8N9N7,C5orf30 MAPKAPK2 LRRC57
HuMAP2_05960,5,Q96LR2 O15344 P30711,LURAP1 MID1 GSTT1
HuMAP2_05961,5,Q9NRL2 Q9NR33 P56282 Q07864 Q9NRF9 Q9NRG0,BAZ1A POLE4 POLE2 POLE POLE3 CHRAC1
HuMAP2_05962,1,P30153 P67775,PPP2R1A PPP2CA
HuMAP2_05963,4,O60476 Q9ULC8 P33908 Q9NY35 Q7Z5G4,MAN1A2 ZDHHC8 MAN1A1 CLDND1 GOLGA7
HuMAP2_05964,5,Q9H845 Q86YH6 Q5T1C6 P0CG29,ACAD9 PDSS2 THEM4 GSTT2
HuMAP2_05965,5,P48051 Q8IYB1,KCNJ6 MB21D2
HuMAP2_05966,3,Q07666 Q12905 Q96SI9 O60506 Q96KR1 Q12906,KHDRBS1 ILF2 STRBP SYNCRIP ZFR ILF3
HuMAP2_05967,4,Q9H8K7 Q9BZ29 Q5JSL3 Q96BY6,PAAT DOCK9 DOCK11 DOCK10
HuMAP2_05968,2,O75874 Q6UB35,IDH1 MTHFD1L
HuMAP2_05969,5,O75663 Q9BW91 Q04760,TIPRL NUDT9 GLO1
HuMAP2_05970,5,Q96D98 O60938 P23508 Q9HCI5 Q8N6I1,EID2B KERA MCC MAGEE1 EID2
HuMAP2_05971,3,Q9BRR0 P17028 Q9NX65 Q53GI3 Q86W11,ZKSCAN3 ZNF24 ZSCAN32 ZNF394 ZSCAN30
HuMAP2_05972,4,Q8TCG1 P53365 P53367 O00168 Q92597,CIP2A ARFIP2 ARFIP1 FXYD1 NDRG1
HuMAP2_05973,5,Q9BPZ2 Q86U90 Q5JUX0 Q9BUA3 Q56A73 Q9Y657 Q9NS56 Q8N806 Q9UFW8 P23760,SPIN2B YRDC SPIN3 SPINDOC SPIN4 SPIN1 TOPORS UBR7 CGGBP1 PAX3
HuMAP2_05974,1,P57740 Q8WUM0,NUP107 NUP133
HuMAP2_05975,2,Q13394 O14770 O00470 Q9Y586,MAB21L1 MEIS2 MEIS1 MAB21L2
HuMAP2_05976,4,Q99832 Q13371 O14775 P62879 Q8IXV7,CCT7 PDCL GNB5 GNB2 KLHDC8B
HuMAP2_05977,5,Q14722 Q13303 P02585 O43448,KCNAB1 KCNAB2 TNNC2 KCNAB3
HuMAP2_05978,4,Q8IUQ4 O43255 Q96MG2 P86479,SIAH1 SIAH2 JSRP1 PRR20C
HuMAP2_05979,4,O43516 Q8TF74 A6NGB9 Q16626 O00401,WIPF1 WIPF2 WIPF3 MEA1 WASL
HuMAP2_05980,5,Q9NW82 Q8IV63 Q9P0T4 Q96C55 P53999 Q02446 Q9H2P0,WDR70 VRK3 ZNF581 ZNF524 SUB1 SP4 ADNP
HuMAP2_05981,2,O94900 Q96NM4,TOX TOX2
HuMAP2_05982,4,Q8N8Q8 Q9NWM8 O95498 O94905 Q9UH99,COX18 FKBP14 VNN2 ERLIN2 SUN2
HuMAP2_05983,5,Q75WM6 Q8TC41 A4D2B0,H1FNT RNF217 MBLAC1
HuMAP2_05984,4,Q8NCW5 Q9NZJ6 Q12931 Q9NRR5 Q4G176 Q15067 Q9BRA2 P26885 P11586 P09382 O75874 O95363 Q9UMX0 Q6UB35 Q8NDH3 P00374 P48735,NAXE COQ3 TRAP1 UBQLN4 ACSF3 ACOX1 TXNDC17 FKBP2 MTHFD1 LGALS1 IDH1 FARS2 UBQLN1 MTHFD1L NPEPL1 DHFR IDH2
HuMAP2_05985,4,Q14061 Q99497 P30044 Q53H82 P49773 P30041 P35270 P00491,COX17 PARK7 PRDX5 LACTB2 HINT1 PRDX6 SPR PNP
HuMAP2_05986,5,O14715 Q8NEY1 A6NKT7 P18754 Q99666 Q15398,RGPD8 NAV1 RGPD3 RCC1 RGPD5 DLGAP5
HuMAP2_05987,4,O75461 Q14186,E2F6 TFDP1
HuMAP2_05988,2,Q9UHR4 Q9UQB8 Q9P206,BAIAP2L1 BAIAP2 KIAA1522
HuMAP2_05989,4,Q8N653 Q92963,LZTR1 RIT1
HuMAP2_05990,4,Q15723 Q8NE28 Q9Y3S1 P17980 Q9BUZ4,ELF2 STKLD1 WNK2 PSMC3 TRAF4
HuMAP2_05991,2,Q9BVP2 Q9BQG0,GNL3 MYBBP1A
HuMAP2_05992,2,Q9NRR4 Q8WYQ5,DROSHA DGCR8
HuMAP2_05993,5,P30305 P49427 Q9Y297 P30304 Q63HQ2 Q86T82 Q9BV36 Q86WH2 O75173 Q01664 O14503 P15822 P31629 Q9HD67 Q6ZNC4 O43827 Q9UKB1 Q9H1D0,CDC25B CDC34 BTRC CDC25A EGFLAM USP37 MLPH RASSF3 ADAMTS4 TFAP4 BHLHE40 HIVEP1 HIVEP2 MYO10 ZNF704 ANGPTL7 FBXW11 TRPV6
HuMAP2_05994,5,Q9HD40 Q9BRF8 Q8WUJ1 O14639,SEPSECS CPPED1 CYB5D2 ABLIM1
HuMAP2_05995,5,O75581 Q9BQB4 P05408 P0DML3 P0DML3 P01241,LRP6 SOST SCG5 CSH2 CSH2 GH1
HuMAP2_05996,2,O75934 Q99459 Q8WYA6 Q9BW85,BCAS2 CDC5L CTNNBL1 YJU2
HuMAP2_05997,4,Q9P2E3 O75534 Q92900 Q9Y5A9,ZNFX1 CSDE1 UPF1 YTHDF2
HuMAP2_05998,4,O75815 Q14511 P56945,BCAR3 NEDD9 BCAR1
HuMAP2_05999,5,Q8IUW5 Q8NC24 O95747 Q99735,RELL1 RELL2 OXSR1 MGST2
HuMAP2_06000,2,Q9BX46 Q9H0Z9,RBM24 RBM38
HuMAP2_06001,5,Q96I59 Q8N3F8 Q92930 Q96C24 Q8IY33,NARS2 MICALL1 RAB8B SYTL4 MICALL2
HuMAP2_06002,4,Q9UBM8 P22466,MGAT4C GAL
HuMAP2_06003,2,Q5VTR2 Q9UHA7,RNF20 IL36A
HuMAP2_06004,5,Q8N954 Q96RS0 Q9H009 Q9H875 P09661 Q9UKX3,GPATCH11 TGS1 NACA2 PRKRIP1 SNRPA1 MYH13
HuMAP2_06005,5,Q9Y227 Q5VZM2 P53004 Q9UHG3 P78334,ENTPD4 RRAGB BLVRA PCYOX1 GABRE
HuMAP2_06006,5,P09238 P08254 Q9UHG2,MMP10 MMP3 PCSK1N
HuMAP2_06007,2,P45983 O43379 P45984,MAPK8 WDR62 MAPK9
HuMAP2_06008,2,Q86YS3 O75154,RAB11FIP4 RAB11FIP3
HuMAP2_06009,3,Q9Y2X8 Q96BH1,UBE2D4 RNF25
HuMAP2_06010,5,Q99689 Q05932 Q8NF91 Q12955 O00533 Q9UKU9 Q92565 Q01484 P16157,FEZ1 FPGS SYNE1 ANK3 CHL1 ANGPTL2 RAPGEF5 ANK2 ANK1
HuMAP2_06011,5,Q13907 P00918 Q8IW45 Q8WUM4 P15531,IDI1 CA2 NAXD PDCD6IP NME1
HuMAP2_06012,4,P36575 Q14678 P32121,ARR3 KANK1 ARRB2
HuMAP2_06013,5,Q9Y3F4 Q7Z422 Q9BRS8 Q9H3H3 O43353 Q8TEQ6,STRAP SZRD1 LARP6 C11orf68 RIPK2 GEMIN5
HuMAP2_06014,5,Q96L94 Q502X0 Q6P047 Q9NZ72 P51812 O15156 P21802 P11362 P22607 Q96LL9,SNX22 MORN2 C8orf74 STMN3 RPS6KA3 ZBTB7B FGFR2 FGFR1 FGFR3 DNAJC30
HuMAP2_06015,4,Q8NCL4 Q330K2,GALNT6 NDUFAF6
HuMAP2_06016,2,Q9Y2H1 Q9H8S9,STK38L MOB1A
HuMAP2_06017,5,Q12805 Q9NW07 Q96MU6 Q08397 P52737 Q14592 Q5EBL2 A6NFI3,EFEMP1 ZNF358 ZNF778 LOXL1 ZNF136 ZNF460 ZNF628 ZNF316
HuMAP2_06018,5,P38935 P18615 Q7Z2E3 Q92934 Q9H3P2 Q8WX92 Q8IXH7,IGHMBP2 NELFE APTX BAD NELFA NELFB NELFCD
HuMAP2_06019,5,O60508 P52298 Q09161 Q96BZ8 Q9H814,CDC40 NCBP2 NCBP1 LENG1 PHAX
HuMAP2_06020,4,Q96H55 Q9NQX4 Q9UM54 Q9Y4I1 Q9ULV0,MYO19 MYO5C MYO6 MYO5A MYO5B
HuMAP2_06021,3,P30038 P07108,ALDH4A1 DBI
HuMAP2_06022,5,O15169 Q5JTC6 P12830 Q9UI47 P25054 P55289 P55283 P22223 P19022,AXIN1 AMER1 CDH1 CTNNA3 APC CDH12 CDH4 CDH3 CDH2
HuMAP2_06023,4,O94817 Q9H0Y0,ATG12 ATG10
HuMAP2_06024,2,Q15528 O75586 Q9H944 Q86YW9 Q9P086 Q15648 Q9Y2X0 Q9BTT4 A0JLT2 Q96HR3 O60244 Q9NPJ6 P24863 Q6P2C8 O95402 Q9NVC6 Q96G25 Q93074 Q13503 Q9NX70 Q71F56 Q96RN5 Q9UHV7,MED22 MED6 MED20 MED12L MED11 MED1 MED16 MED10 MED19 MED30 MED14 MED4 CCNC MED27 MED26 MED17 MED8 MED12 MED21 MED29 MED13L MED15 MED13
HuMAP2_06025,5,A0AV02 Q8N5V2 Q05655,SLC12A8 NGEF PRKCD
HuMAP2_06026,5,Q96S59 Q9H7D7 Q9NWU2 Q7L5Y9 Q6VN20 Q8IUR7 Q8IVV7 Q9UL63 Q9H871 Q96E35 P62699 P13385 O43464 Q96G75,RANBP9 WDR26 GID8 MAEA RANBP10 ARMC8 GID4 MKLN1 RMND5A ZMYND19 YPEL5 TDGF1 HTRA2 RMND5B
HuMAP2_06027,4,Q8IYJ0 Q8N4A0,PIANP GALNT4
HuMAP2_06028,5,Q8N4N8 Q9H4B6 Q504U0 P18509,KIF2B SAV1 C4orf46 ADCYAP1
HuMAP2_06029,2,Q9UPM8 O00189 Q9H5I1,AP4E1 AP4M1 SUV39H2
HuMAP2_06030,3,Q5H9L4 Q15543 Q15544 Q5VWG9 P21675,TAF7L TAF13 TAF11 TAF3 TAF1
HuMAP2_06031,5,Q08043 O00151 Q02040,ACTN3 PDLIM1 AKAP17A
HuMAP2_06032,4,O95467 Q9NX40 Q03113 P38405 Q12816,GNAS OCIAD1 GNA12 GNAL TRO
HuMAP2_06033,5,A6NNL5 P30536 P41587 P21796 Q8N5B7 O60664 Q9HBM0,C15orf61 TSPO VIPR2 VDAC1 CERS5 PLIN3 VEZT
HuMAP2_06034,5,Q9H9S4 Q7RTN6 Q15831 Q9Y376 Q4G0N4 Q9C0K7 P53602,CAB39L STRADA STK11 CAB39 NADK2 STRADB MVD
HuMAP2_06035,3,Q9Y230 Q92993 Q9GZN1 Q9NXR8 Q9NPF5 Q9NV56 Q05BQ5 O95619 Q9Y265 Q9H2F5 O43257 Q52LR7 Q9H0E9 Q9Y4A5 Q96L91 Q86VZ6 Q6PJQ5 Q15906,RUVBL2 KAT5 ACTR6 ING3 DMAP1 MRGBP MBTD1 YEATS4 RUVBL1 EPC1 ZNHIT1 EPC2 BRD8 TRRAP EP400 JAZF1 FOXR2 VPS72
HuMAP2_06036,5,P12931 Q8N6N7 Q8WUY3 P06241,SRC ACBD7 PRUNE2 FYN
HuMAP2_06037,2,Q7L1Q6 Q9Y6E2 Q9NRX6,BZW1 BZW2 TMEM167B
HuMAP2_06038,4,P06396 Q9NZR1,GSN TMOD2
HuMAP2_06039,4,Q13043 Q13188 Q66K74 Q9NS23,STK4 STK3 MAP1S RASSF1
HuMAP2_06040,4,Q9UJ41 Q15276 Q04756,RABGEF1 RABEP1 HGFAC
HuMAP2_06041,3,Q8WVZ9 Q86V97 Q96QE5,KBTBD7 KBTBD6 TEFM
HuMAP2_06042,4,Q9HBV2 Q9NX09 Q9HCI6,SPACA1 DDIT4 KIAA1586
HuMAP2_06043,5,P49755 Q13445 Q7Z7H5 Q9Y3B3 Q9Y5X9 Q9Y3A6 Q9BVK6,TMED10 TMED1 TMED4 TMED7 LIPG TMED5 TMED9
HuMAP2_06044,4,P53801 O00161 Q99747 O14662 Q9UNK0 O15400 Q9UEU0,PTTG1IP SNAP23 NAPG STX16 STX8 STX7 VTI1B
HuMAP2_06045,5,Q9H2C0 Q9H967,GAN WDR76
HuMAP2_06046,2,Q14444 Q9UN86 Q14694 Q13283,CAPRIN1 G3BP2 USP10 G3BP1
HuMAP2_06047,5,Q8N960 Q96B23 Q14774 Q8N0Z3,CEP120 C18orf25 HLX SPICE1
HuMAP2_06048,3,Q2TBA0 Q5SZL2 P51508,KLHL40 CEP85L ZNF81
HuMAP2_06049,5,Q96NG3 O43822 Q96PY6 Q96TA2 Q5T2S8 Q8WW24,TTC25 CFAP410 NEK1 YME1L1 ARMC4 TEKT4
HuMAP2_06050,4,Q9NXG2 Q9BXR0,THUMPD1 QTRT1
HuMAP2_06051,4,Q8NCF5 Q5VW32 P23193 Q92796,NFATC2IP BROX TCEA1 DLG3
HuMAP2_06052,2,Q9BQG1 Q5T7P8 Q6XYQ8,SYT3 SYT6 SYT10
HuMAP2_06053,5,Q96IK5 Q6P4A8 P49862 Q8IV01,GMCL1 PLBD1 KLK7 SYT12
HuMAP2_06054,2,Q14982 Q9P121,OPCML NTM
HuMAP2_06056,5,P46527 P38936 P30279 P30281 O96020 P49918 Q9BSG1 Q8TD08 Q08999 P28749 P24941 Q16667 P24385 P42773,CDKN1B CDKN1A CCND2 CCND3 CCNE2 CDKN1C ZNF2 MAPK15 RBL2 RBL1 CDK2 CDKN3 CCND1 CDKN2C
HuMAP2_06057,5,Q96S86 Q8WUX2,HAPLN3 CHAC2
HuMAP2_06058,3,Q8N7R7 Q00536 Q00537 Q07002 Q9UPZ9,CCNYL1 CDK16 CDK17 CDK18 ICK
HuMAP2_06059,5,P62068 P58304 Q8TBZ3 Q8TAF3 O94782 Q09019 Q96B01,USP46 VSX2 WDR20 WDR48 USP1 DMWD RAD51AP1
HuMAP2_06060,4,Q9C086 Q53TQ3 Q9Y5K5 Q9ULG1 Q6PI98 P0C1Z6 Q6P4R8 Q9H9F9 Q9H981 Q8NBZ0,INO80B INO80D UCHL5 INO80 INO80C TFPT NFRKB ACTR5 ACTR8 INO80E
HuMAP2_06061,5,Q99742 P07951 P11055 P05976 P27540 Q16665 P13533 P02585 P19237,NPAS1 TPM2 MYH3 MYL1 ARNT HIF1A MYH6 TNNC2 TNNI1
HuMAP2_06062,2,Q9H307 Q9Y3X0,PNN CCDC9
HuMAP2_06063,4,Q9UKG9 P61088 Q15257,CROT UBE2N PTPA
HuMAP2_06065,2,Q9P0N9 P49815 Q92574,TBC1D7 TSC2 TSC1
HuMAP2_06066,4,Q9UQP3 Q13522,TNN PPP1R1A
HuMAP2_06067,4,Q9GZN1 Q6ZRS2 Q96A08 O95619 Q86VZ6 O43257 Q99880 P0C0S5,ACTR6 SRCAP H2BC1 YEATS4 JAZF1 ZNHIT1 H2BC13 H2AZ1
HuMAP2_06068,2,Q00535 Q8IZL9,CDK5 CDK20
HuMAP2_06069,4,Q96D71 P12755 Q2M2I8 Q8NCY6 Q8NFH8 Q15311,REPS1 SKI AAK1 MSANTD4 REPS2 RALBP1
HuMAP2_06070,4,P15374 Q9H0P0,UCHL3 NT5C3A
HuMAP2_06071,3,O43143 Q08211,DHX15 DHX9
HuMAP2_06072,4,Q86TI0 O60293 Q9NRG4 Q14493 Q9C0I3,TBC1D1 ZFC3H1 SMYD2 SLBP CCSER1
HuMAP2_06073,5,Q5VY09 Q00005 Q9Y2T4 P57059 Q9H0K1,IER5 PPP2R2B PPP2R2C SIK1 SIK2
HuMAP2_06074,5,Q92805 Q9NUW8,GOLGA1 TDP1
HuMAP2_06075,5,Q6NZY4 P57052,ZCCHC8 RBM11
HuMAP2_06076,5,Q9Y5X1 Q7L190 Q9UEY8 Q8N6D5 P35612 P35611,SNX9 DPPA4 ADD3 ANKRD29 ADD2 ADD1
HuMAP2_06077,5,Q8NG27 Q9H0B3 Q96JG8,PJA1 IQCN MAGED4
HuMAP2_06078,4,Q7RTN6 Q96EP1 Q96KN3 Q8N9I9 Q7Z6I8,STRADA CHFR PKNOX2 DTX3 C5orf24
HuMAP2_06079,5,P11172 P43490 Q92947 Q9Y3D7,UMPS NAMPT GCDH PAM16
HuMAP2_06080,4,A6NLF2 O96033,ELOA3D MOCS2
HuMAP2_06081,5,O75964 Q9NX36 P24539 Q8TCT9 P59536 Q5TC12 P56381 P06576 O75947 P25705 P56385 P18859 P36542 P56134 P30049 Q9H3S5 P03928 P00846 P48047 P00403,ATP5MG DNAJC28 ATP5PB HM13 TAS2R41 ATPAF1 ATP5F1E ATP5F1B ATP5PD ATP5F1A ATP5ME ATP5PF ATP5F1C ATP5MF ATP5F1D PIGM MT-ATP8 MT-ATP6 ATP5PO MT-CO2
HuMAP2_06082,2,Q8N4J0 O15541 Q9NZJ0,CARNMT1 RNF113A DTL
HuMAP2_06083,2,Q8N0W4 Q9NZ94 Q8N2Q7 Q8NFZ3,NLGN4X NLGN3 NLGN1 NLGN4Y
HuMAP2_06084,4,Q9NSC5 Q9NSB8 Q86YM7 Q9H254 O94915 O00463,HOMER3 HOMER2 HOMER1 SPTBN4 FRYL TRAF5
HuMAP2_06085,5,O75815 Q14511 P56945 Q15382,BCAR3 NEDD9 BCAR1 RHEB
HuMAP2_06086,4,P08559 P11177 O00330 Q15120 P10515,PDHA1 PDHB PDHX PDK3 DLAT
HuMAP2_06087,4,Q8IXA5 Q8N5Z0,SPACA3 AADAT
HuMAP2_06088,5,Q7RTN6 Q8N9I9 Q96KN3 Q8IYS4 Q96EP1 Q7Z6I8,STRADA DTX3 PKNOX2 C16orf71 CHFR C5orf24
HuMAP2_06089,5,Q6PI26 Q6WKZ4 Q96HR8 Q8IZU1 Q14978,SHQ1 RAB11FIP1 NAF1 FAM9A NOLC1
HuMAP2_06090,5,A8MWY0 Q86TY3 Q13873,KIAA1324L ARMH4 BMPR2
HuMAP2_06091,4,Q9H1J1 P69905 P00915 P02042 P68871,UPF3A HBA1 CA1 HBD HBB
HuMAP2_06092,5,P32971 Q8N8Z6 Q9BZM5 Q4KMG0,TNFSF8 DCBLD1 ULBP2 CDON
HuMAP2_06093,5,P13667 P51687 P47989 O60927 Q9H788 Q14738 Q15435,PDIA4 SUOX XDH PPP1R11 SH2D4A PPP2R5D PPP1R7
HuMAP2_06094,2,Q9BVW5 Q9UNS1,TIPIN TIMELESS
HuMAP2_06095,5,O95394 P50453 Q9UMR7 P35237 P50452,PGM3 SERPINB9 CLEC4A SERPINB6 SERPINB8
HuMAP2_06096,5,Q99675 O60548,CGRRF1 FOXD2
HuMAP2_06097,5,P04271 P25815 P26447 Q13015 Q9BXS6,S100B S100P S100A4 MLLT11 NUSAP1
HuMAP2_06098,2,P80217 Q13287,IFI35 NMI
HuMAP2_06099,4,Q9NQ92 O14744 P29558 A1KXE4 O43251 Q15434,COPRS PRMT5 RBMS1 FAM168B RBFOX2 RBMS2
HuMAP2_06100,4,P49454 Q8N5R6,CENPF CCDC33
HuMAP2_06101,1,Q92526 P49368 P40227 Q99832 P17987 P50991 P78371 P48643 P50990,CCT6B CCT3 CCT6A CCT7 TCP1 CCT4 CCT2 CCT5 CCT8
HuMAP2_06102,1,P07316 P07315,CRYGB CRYGC
HuMAP2_06103,4,P48200 Q9NXU5 Q96QT4 Q9NRU3,IREB2 ARL15 TRPM7 CNNM1
HuMAP2_06104,2,Q9BZX4 Q9HAT0,ROPN1B ROPN1
HuMAP2_06105,3,P49761 Q07955 Q9BRL6,CLK3 SRSF1 SRSF8
HuMAP2_06106,4,Q9UPR3 Q92540,SMG5 SMG7
HuMAP2_06107,2,Q9UQ74 Q00888 Q15238 P11464 Q00889,PSG8 PSG4 PSG5 PSG1 PSG6
HuMAP2_06108,4,Q5TZA2 Q68D86 Q9NRF2 P17861 Q15853,CROCC CCDC102B SH2B1 XBP1 USF2
HuMAP2_06109,1,Q92922 Q96GM5 Q92925 O96019 Q969G3,SMARCC1 SMARCD1 SMARCD2 ACTL6A SMARCE1
HuMAP2_06110,5,O96009 P05155,NAPSA SERPING1
HuMAP2_06111,2,Q01094 Q14188 Q15329 Q16254 Q14209,E2F1 TFDP2 E2F5 E2F4 E2F2
HuMAP2_06112,3,P62312 Q6UX04 Q9Y333 Q9UK45 O95777 Q9Y4Z0 Q13838 P62310,LSM6 CWC27 LSM2 LSM7 LSM8 LSM4 DDX39B LSM3
HuMAP2_06113,4,Q5TB80 Q9NX95 O15079,CEP162 SYBU SNPH
HuMAP2_06114,3,Q96PP8 Q86VW1,GBP5 SLC22A16
HuMAP2_06115,5,Q9UNK9 O75164 O00626 O94953 Q96IQ9,ANGEL1 KDM4A CCL22 KDM4B ZNF414
HuMAP2_06116,3,P36542 P12235 P22695,ATP5F1C SLC25A4 UQCRC2
HuMAP2_06117,3,P52294 Q9UKX7 O60942 O75717 Q9BW19,KPNA1 NUP50 RNGTT WDHD1 KIFC1
HuMAP2_06118,4,Q8IWZ3 Q9Y3P9 P09017 Q12980,ANKHD1 RABGAP1 HOXC4 NPRL3
HuMAP2_06119,5,Q99999 Q8WW62 Q92187 O43173 P15812,GAL3ST1 TMED6 ST8SIA4 ST8SIA3 CD1E
HuMAP2_06120,4,O96018 P29803 Q12986 Q86VW1 Q08AH1,APBA3 PDHA2 NFX1 SLC22A16 ACSM1
HuMAP2_06121,5,O60337 Q7Z2K6 Q99679 Q96J42 Q7L8S5 Q969S0,MARCH6 ERMP1 GPR21 TXNDC15 OTUD6A SLC35B4
HuMAP2_06122,4,Q9NR28 Q13490 P98170 Q96CA5 Q9NRW4,DIABLO BIRC2 XIAP BIRC7 DUSP22
HuMAP2_06123,4,Q99835 Q76N89 P81408,SMO HECW1 FAM189B
HuMAP2_06124,2,Q8N5L8 Q9P2D0,RPP25L IBTK
HuMAP2_06125,5,O95837 Q9NRW4,GNA14 DUSP22
HuMAP2_06126,5,Q9UER7 P62805 Q13111 P46100 O14646,DAXX H4C1 CHAF1A ATRX CHD1
HuMAP2_06127,3,Q9P0U4 P61964 Q9UBL3 O15047 Q8NFC6 Q9UPS6 Q15291 Q96IK1,CXXC1 WDR5 ASH2L SETD1A BOD1L1 SETD1B RBBP5 BOD1
HuMAP2_06128,5,O43247 Q86X55,TEX33 CARM1
HuMAP2_06129,4,P08240 Q6PML9 P20674 P13073,SRPRA SLC30A9 COX5A COX4I1
HuMAP2_06130,4,P49761 Q8WXF0 P49759 P49760 O00507 Q9BRL6,CLK3 SRSF12 CLK1 CLK2 USP9Y SRSF8
HuMAP2_06131,2,Q08499 Q07343,PDE4D PDE4B
HuMAP2_06132,4,P49746 P35443 Q99726 Q96EY1,THBS3 THBS4 SLC30A3 DNAJA3
HuMAP2_06133,4,Q96PG8 Q07820 Q07812,BBC3 MCL1 BAX
HuMAP2_06134,2,P53992 Q15437 O95487,SEC24C SEC23B SEC24B
HuMAP2_06135,5,P40763 Q9P215 Q9BRQ0 Q15170 P81274 Q96T88 Q9Y4C1 O95758 Q9BWX1,STAT3 POGK PYGO2 TCEAL1 GPSM2 UHRF1 KDM3A PTBP3 PHF7
HuMAP2_06136,4,Q9UGN5 Q86WJ1 Q9NTX7,PARP2 CHD1L RNF146
HuMAP2_06137,5,P52294 P60903 O15131 Q06830 P32119 P30048 Q9UBK8 O60684 O43148,KPNA1 S100A10 KPNA5 PRDX1 PRDX2 PRDX3 MTRR KPNA6 RNMT
HuMAP2_06138,3,P00390 Q96GD0 P49915,GSR PDXP GMPS
HuMAP2_06139,4,Q8N1G4 P30419,LRRC47 NMT1
HuMAP2_06140,2,P49720 Q9UL46,PSMB3 PSME2
HuMAP2_06142,5,P14373 Q8IVL5 Q96K83 Q9P2Y4 Q2M1K9 O95076,TRIM27 P3H2 ZNF521 ZNF219 ZNF423 ALX3
HuMAP2_06143,5,Q6PD74 Q13510,AAGAB ASAH1
HuMAP2_06144,3,Q92930 P61006 Q8IY33,RAB8B RAB8A MICALL2
HuMAP2_06145,5,P23588 P27816 Q9HCD5 Q9Y371 Q05682,EIF4B MAP4 NCOA5 SH3GLB1 CALD1
HuMAP2_06146,4,Q9NUU7 A9UHW6 Q9UHL0 Q9UJC3 O43310,DDX19A MIF4GD DDX25 HOOK1 CTIF
HuMAP2_06147,2,Q15397 Q9NY93 Q9NZM5,PUM3 DDX56 NOP53
HuMAP2_06148,4,Q9HCE5 Q86U44 Q8NDT2,METTL14 METTL3 RBM15B
HuMAP2_06149,2,Q9NQG5 Q5VT52 Q96P16,RPRD1B RPRD2 RPRD1A
HuMAP2_06150,5,O43189 Q86WR7 Q8NBN7 Q8WUT9,PHF1 PROSER2 RDH13 SLC25A43
HuMAP2_06151,1,P09493 P67936 P06753,TPM1 TPM4 TPM3
HuMAP2_06152,4,Q9BV38 Q8IZL8 Q9NXF1 Q9Y4W2 Q9H4L4 Q5SY16 Q9BUE6,WDR18 PELP1 TEX10 LAS1L SENP3 NOL9 ISCA1
HuMAP2_06153,2,Q8N8A2 Q04721,ANKRD44 NOTCH2
HuMAP2_06154,4,  Q86YV6 Q9H7B4   Q9H9G7,HSP90AA5P HSP90AB2P MYLK4 SMYD3 HSP90AB3P HSP90AB4P AGO3
HuMAP2_06155,2,P02814 P07902 Q8WUN7,SMR3B GALT UBTD2
HuMAP2_06156,2,Q8WV22 Q96MG7 Q9NXX6,NSMCE1 NSMCE3 NSMCE4A
HuMAP2_06157,5,O43847 Q9NWT8,NRDC AURKAIP1
