HuMAP2_ID,Confidence,Uniprot_ACCs,genenames
HuMAP2_02937,4,P28370 O60264 O14519 Q8TDI0 Q96K83 Q9P2Y4 Q09028 Q8WWY6 O95983 Q13330 Q8WXI9 O94776 Q2M1K9 Q92797 Q9UBB5 Q12873 Q9H165 A8MW92 Q9BTC8 Q86YP4 Q16576 Q14839,SMARCA1 SMARCA5 CDK2AP1 CHD5 ZNF521 ZNF219 RBBP4 MBD3L1 MBD3 MTA1 GATAD2B MTA2 ZNF423 SYMPK MBD2 CHD3 BCL11A PHF20L1 MTA3 GATAD2A RBBP7 CHD4
HuMAP2_02938,5,Q9BTE3 Q96KS0 Q7Z7E8 Q6XQN6 Q9BXJ5,MCMBP EGLN2 UBE2Q1 NAPRT C1QTNF2
HuMAP2_02939,5,Q8TAV3 P17066 P34931,CYP2W1 HSPA6 HSPA1L
HuMAP2_02940,4,Q13023 Q8IVA1,AKAP6 PCP2
HuMAP2_02941,5,P01591  Q96Q45 P01833 Q8TDL5 P11678,JCHAIN IGHA2 TMEM237 PIGR BPIFB1 EPX
HuMAP2_02942,1,Q309B1 O95361,TRIM16L TRIM16
HuMAP2_02943,4,P35222 P35221 Q9Y6N8,CTNNB1 CTNNA1 CDH10
HuMAP2_02944,5,Q9UQ16 Q9Y5X1 P50570 Q05193 P47224,DNM3 SNX9 DNM2 DNM1 RABIF
HuMAP2_02945,2,Q9ULZ2 Q8N3F8 Q14676 Q8IZC4 Q96B97,STAP1 MICALL1 MDC1 RTKN2 SH3KBP1
HuMAP2_02946,3,Q2KHM9 Q9UPN4 Q49A88,KIAA0753 CEP131 CCDC14
HuMAP2_02947,2,P49591 P36959,SARS GMPR
HuMAP2_02948,2,Q5H9I0 O00716,TFDP3 E2F3
HuMAP2_02949,4,Q8N5P1 Q6ZN17 Q9H7E9 Q8N9T8 Q4G0J3 Q8TBF4,ZC3H8 LIN28B C8orf33 KRI1 LARP7 ZCRB1
HuMAP2_02950,5,Q9HA38 Q5H9S7 P62736,ZMAT3 DCAF17 ACTA2
HuMAP2_02951,4,O15525 P27216 Q05D60 Q96R06 Q86XP1,MAFG ANXA13 DEUP1 SPAG5 DGKH
HuMAP2_02952,5,Q86UE4 O75324 Q7KZF4,MTDH SNN SND1
HuMAP2_02953,2,Q9NS69 Q969M1,TOMM22 TOMM40L
HuMAP2_02954,1,O75643 Q96DI7 Q15029 Q6P2Q9,SNRNP200 SNRNP40 EFTUD2 PRPF8
HuMAP2_02955,4,Q13905 P46109 Q86YV5,RAPGEF1 CRKL PRAG1
HuMAP2_02956,5,Q9H0L4 Q5JSJ4 Q05048 P58546 P33240 Q12996,CSTF2T INTS6L CSTF1 MTPN CSTF2 CSTF3
HuMAP2_02957,4,Q9BTN0 Q9H4A9 Q9H4B8,LRFN3 DPEP2 DPEP3
HuMAP2_02958,5,Q9NRZ5 Q9BXK5 O15260 P30825 A0PK00 Q99720 Q9NYP7 P17152,AGPAT4 BCL2L13 SURF4 SLC7A1 TMEM120B SIGMAR1 ELOVL5 TMEM11
HuMAP2_02959,4,P0CG13 O95302,CHTF8 FKBP9
HuMAP2_02961,3,Q5VIY5 Q8IW41 Q16659,ZNF468 MAPKAPK5 MAPK6
HuMAP2_02962,2,P05412 Q02930,JUN CREB5
HuMAP2_02963,5,Q9H0C2 Q5T5D7,SLC25A31 ZNF684
HuMAP2_02964,5,Q9BYK8 Q9UF02 Q96BV0 Q13393 P52746,HELZ2 CACNG5 ZNF775 PLD1 ZNF142
HuMAP2_02965,5,Q2M329 Q9NYP9 O95613 Q96LP2 Q8IYT3,CCDC96 MIS18A PCNT FAM81B CCDC170
HuMAP2_02966,5,Q9H1K0 Q9NRW7 O14662 Q9NZN3,RBSN VPS45 STX16 EHD3
HuMAP2_02967,5,Q6P3W7 Q5VX52 Q9Y3S1 Q9H4A3,SCYL2 SPATA1 WNK2 WNK1
HuMAP2_02968,4,Q0PNE2 P24278 Q96EB1 Q9UID6 Q8TE02 Q8N680,ELP6 ZBTB25 ELP4 ZNF639 ELP5 ZBTB2
HuMAP2_02969,5,P29459 Q9Y624,IL12A F11R
HuMAP2_02970,4,Q6UXD5 Q96LR4 Q9UBG0 Q8NBF6 P80108,SEZ6L2 TAFA4 MRC2 AVL9 GPLD1
HuMAP2_02971,4,Q3MJ16 Q96Q40 Q8N3Y7 Q96TA1,PLA2G4E CDK15 SDR16C5 NIBAN2
HuMAP2_02972,2,Q9NP55 P59826,BPIFA1 BPIFB3
HuMAP2_02973,5,Q7Z398 Q9H6S0,ZNF550 YTHDC2
HuMAP2_02974,5,P07237 Q9C037,P4HB TRIM4
HuMAP2_02975,4,Q8NG41 Q9P2J9,NPB PDP2
HuMAP2_02976,2,Q93096 Q12974,PTP4A1 PTP4A2
HuMAP2_02977,2,Q8IW41 Q16659,MAPKAPK5 MAPK6
HuMAP2_02978,2,Q96RT1 P20160,ERBIN AZU1
HuMAP2_02979,5,Q9NZ43 Q8WU76 Q6NUQ1 O15155 Q12981 A2RRP1 Q9UFG5 Q5SQN1 Q9P2W9 O43264 Q8WV48 O75396 Q8WVM8,USE1 SCFD2 RINT1 BET1 BNIP1 NBAS C19orf25 SNAP47 STX18 ZW10 CCDC107 SEC22B SCFD1
HuMAP2_02980,4,Q9UM82 Q9UDV7 Q15390 Q14314 Q9NQC7,SPATA2 ZNF282 MTFR1 FGL2 CYLD
HuMAP2_02981,5,Q3ZCM7 Q8NBA8 Q02083,TUBB8 DTWD2 NAAA
HuMAP2_02982,4,Q8N5G0 P46059 Q96A46,SMIM20 SLC15A1 SLC25A28
HuMAP2_02983,5,Q2KHT3 Q8TF30 O60259 Q96DA2,CLEC16A WHAMM KLK8 RAB39B
HuMAP2_02984,5,Q6ZUT1 P30414,NKAPD1 NKTR
HuMAP2_02985,4,Q9NPA8 Q9ULK2 A6NNY8 O15265 Q14CW9,ENY2 ATXN7L1 USP27X ATXN7 ATXN7L3
HuMAP2_02986,4,Q8N5X7 Q5TEJ8,EIF4E3 THEMIS2
HuMAP2_02987,5,Q96H86 A1X283 O76041,ZNF764 SH3PXD2B NEBL
HuMAP2_02988,4,Q7Z3E1 Q9UHV9 O60925 Q9NQP4 P61758 O15212 Q99471 Q86YJ5,TIPARP PFDN2 PFDN1 PFDN4 VBP1 PFDN6 PFDN5 MARCH9
HuMAP2_02989,4,P37287 O95256,PIGA IL18RAP
HuMAP2_02990,4,O94851 O43147 Q13093 Q92932 Q16849,MICAL2 SGSM2 PLA2G7 PTPRN2 PTPRN
HuMAP2_02991,4,P47756 Q9UJW0 Q9BTE1 O75935 Q96HE7 Q14203 O00399 Q12894 P52907 Q13561 Q6JBY9 Q9NZ32 P61163 P42025,CAPZB DCTN4 DCTN5 DCTN3 ERO1A DCTN1 DCTN6 IFRD2 CAPZA1 DCTN2 RCSD1 ACTR10 ACTR1A ACTR1B
HuMAP2_02992,3,Q96ST3 P29084 P29083 P13984 P35269,SIN3A GTF2E2 GTF2E1 GTF2F2 GTF2F1
HuMAP2_02993,1,Q96D71 Q15311,REPS1 RALBP1
HuMAP2_02994,4,Q9Y5N6 Q9UBD5 Q13416,ORC6 ORC3 ORC2
HuMAP2_02995,5,P56377 Q9UMZ2 O75843 Q9Y6Q5,AP1S2 SYNRG AP1G2 AP1M2
HuMAP2_02996,4,A6NIH7 Q969K3,UNC119B RNF34
HuMAP2_02997,5,Q96KR4 Q6UWW8 Q86YD3 Q6PIW4,LMLN CES3 TMEM25 FIGNL1
HuMAP2_02998,5,O75298 Q16799 O43597 O15162 Q92630,RTN2 RTN1 SPRY2 PLSCR1 DYRK2
HuMAP2_02999,4,Q9HC35 O00423 Q9NVF7,EML4 EML1 FBXO28
HuMAP2_03000,5,P35443 P49746 Q96EY1 Q99726 Q96MH7,THBS4 THBS3 DNAJA3 SLC30A3 C5orf34
HuMAP2_03001,5,Q12959 Q6H8Q1 Q5T2T1 Q9Y2J4 Q96DR7 Q2KJY2 Q9BUF7 Q9HAP6 Q9NUP9 Q8N3R9 O75970  Q02410 Q15768 Q9NZW5 O14910 Q14168 O14936 Q13368,DLG1 ABLIM2 MPP7 AMOTL2 ARHGEF26 KIF26B CRB3 LIN7B LIN7C MPP5 MPDZ PATJ APBA1 EFNB3 MPP6 LIN7A MPP2 CASK MPP3
HuMAP2_03002,3,P53680 Q96CW1 Q2M2I8 Q9BV29 Q0JRZ9 Q8WXE9 O94973,AP2S1 AP2M1 AAK1 CCDC32 FCHO2 STON2 AP2A2
HuMAP2_03003,4,Q9HCY8 P22735 Q6ZVX7 O75342 Q9UI42,S100A14 TGM1 NCCRP1 ALOX12B CPA4
HuMAP2_03004,4,Q9UBE0 Q9UBT2 Q8N6R0,SAE1 UBA2 EEF1AKNMT
HuMAP2_03005,5,Q9UBF6 O60551 Q9NWX5,RNF7 NMT2 ASB6
HuMAP2_03006,4,P08123 Q7Z624 O75616 P02461 P02452,COL1A2 CAMKMT ERAL1 COL3A1 COL1A1
HuMAP2_03007,2,Q9BY11 Q53SF7,PACSIN1 COBLL1
HuMAP2_03008,4,P19623 P84090,SRM ERH
HuMAP2_03009,3,Q9UQ74 P11464 Q15238 Q00889 Q16557,PSG8 PSG1 PSG5 PSG6 PSG3
HuMAP2_03010,5,Q9NRF9 Q9NRL2 Q9NRG0 Q9H4L7,POLE3 BAZ1A CHRAC1 SMARCAD1
HuMAP2_03011,3,Q13627 O43166 Q9BRK4 Q9Y250 Q9P2F8,DYRK1A SIPA1L1 LZTS2 LZTS1 SIPA1L2
HuMAP2_03012,3,Q86SR1 O95274,GALNT10 LYPD3
HuMAP2_03013,2,Q9P209 Q86YT6,CEP72 MIB1
HuMAP2_03014,5,Q96TA1 Q6NT55 Q8N3Y7 Q96Q40 Q3MJ16 Q15782 Q5VYY1 P19971 Q8WWA1,NIBAN2 CYP4F22 SDR16C5 CDK15 PLA2G4E CHI3L2 ANKRD22 TYMP TMEM40
HuMAP2_03015,2,Q96KB5 Q14118 Q3B8N2 O00182 Q6DKI2,PBK DAG1 LGALS9B LGALS9 LGALS9C
HuMAP2_03016,2,Q9UPY3 Q15633,DICER1 TARBP2
HuMAP2_03017,4,Q15678 Q96QZ7 Q6ZWJ1,PTPN14 MAGI1 STXBP4
HuMAP2_03018,4,Q13615 Q9NYA4 O14965 Q96RF0 Q96DU7,MTMR3 MTMR4 AURKA SNX18 ITPKC
HuMAP2_03019,1,Q99460 Q13200 O43242 Q9UNM6 O00232 P43686 P62195 P62333 P48556 P62191 P35998 P17980 P55036 Q16186 O00231 P51665 O00487 Q15008,PSMD1 PSMD2 PSMD3 PSMD13 PSMD12 PSMC4 PSMC5 PSMC6 PSMD8 PSMC1 PSMC2 PSMC3 PSMD4 ADRM1 PSMD11 PSMD7 PSMD14 PSMD6
HuMAP2_03020,2,P49792 Q99666 P46060,RANBP2 RGPD5 RANGAP1
HuMAP2_03021,4,Q8NDH3 Q8IWW8 Q8TDX5,NPEPL1 ADHFE1 ACMSD
HuMAP2_03022,4,Q8IYI6 Q9HCH0 Q96KP1 Q96A65 O00471 Q9NV70 P27930 Q9UPT5 Q9P265 O60645 Q9Y2D4 Q8TAG9,EXOC8 NCKAP5L EXOC2 EXOC4 EXOC5 EXOC1 IL1R2 EXOC7 DIP2B EXOC3 EXOC6B EXOC6
HuMAP2_03023,2,Q96RT6 Q96PC5 Q8IX94,CTAGE1 MIA2 CTAGE4
HuMAP2_03024,5,Q02297 O94955,NRG1 RHOBTB3
HuMAP2_03025,4,Q8WVV9 O15119 Q9H6T0,HNRNPLL TBX3 ESRP2
HuMAP2_03026,3,Q96EX3 Q9NP97 P63172,WDR34 DYNLRB1 DYNLT1
HuMAP2_03027,5,Q14003 Q03721 P48547 O75153 Q8NA75 Q9Y6U7,KCNC3 KCNC4 KCNC1 CLUH DCAF4L2 RNF215
HuMAP2_03028,5,Q6UXS9 Q9UPR0 P29466 Q9UBF8 Q8NG50,CASP12 PLCL2 CASP1 PI4KB RDM1
HuMAP2_03029,3,P49674 Q14C86 P48730,CSNK1E GAPVD1 CSNK1D
HuMAP2_03030,5,P51589 Q8NBR6 Q9Y3E5,CYP2J2 MINDY2 PTRH2
HuMAP2_03031,5,Q9Y6Q3 O15213,ZFP37 WDR46
HuMAP2_03032,2,Q9BTE6 Q9H8W5,AARSD1 TRIM45
HuMAP2_03033,3,Q8NCA5 Q5XUX0,FAM98A FBXO31
HuMAP2_03034,3,Q92581 Q96T83,SLC9A6 SLC9A7
HuMAP2_03035,1,Q12799 B9ZVM9,TCP10 TCP10L2
HuMAP2_03036,2,P36507 Q02750 P15056,MAP2K2 MAP2K1 BRAF
HuMAP2_03037,2,P09913 Q8IZ21,IFIT2 PHACTR4
HuMAP2_03038,2,P19438 Q15628,TNFRSF1A TRADD
HuMAP2_03039,5,Q8WUD6 Q8WVE6 Q8NCG7,CHPT1 TMEM171 DAGLB
HuMAP2_03040,2,P13804 Q6IPR1,ETFA ETFRF1
HuMAP2_03041,4,Q13825 P26440,AUH IVD
HuMAP2_03042,5,Q13562 P41134 P23409 Q02535 Q8WVJ9 Q7RTU0 P47928 P15173 P15923 Q02363 P15884 Q99081 Q96RJ6 Q0VG99,NEUROD1 ID1 MYF6 ID3 TWIST2 TCF24 ID4 MYOG TCF3 ID2 TCF4 TCF12 FERD3L MESP2
HuMAP2_03043,3,Q9Y5U9 Q9Y3C0 Q9UM21 Q12768 O75506,IER3IP1 WASHC3 MGAT4A WASHC5 HSBP1
HuMAP2_03044,5,P45974 Q9NWV4 Q9BWT3 Q9UBT7,USP5 CZIB PAPOLG CTNNAL1
HuMAP2_03045,5,Q8IWX8 P98175 Q12872 Q96I25 P52756,CHERP RBM10 SFSWAP RBM17 RBM5
HuMAP2_03046,2,P15924 P14923,DSP JUP
HuMAP2_03047,4,Q9Y5Q0 Q96F25,FADS3 ALG14
HuMAP2_03048,4,Q9BPW8 O75323,NIPSNAP1 NIPSNAP2
HuMAP2_03049,4,Q3ZCM7 Q8NBA8,TUBB8 DTWD2
HuMAP2_03050,2,Q96I99 P53597 Q9P2R7,SUCLG2 SUCLG1 SUCLA2
HuMAP2_03051,2,Q5RL73 Q9H6L4,RBM48 ARMC7
HuMAP2_03052,4,P09914 P09913 Q9NP90 Q8IZ21 O14879,IFIT1 IFIT2 RAB9B PHACTR4 IFIT3
HuMAP2_03053,4,Q96A72 O15234 P61326 Q9Y5S9 Q9UNN5 Q9H2G2 Q9BRP8,MAGOHB CASC3 MAGOH RBM8A FAF1 SLK PYM1
HuMAP2_03054,4,Q96BY7 Q8TCN5 Q9UPM6 Q9BRQ3 Q9Y484,ATG2B ZNF507 LHX6 NUDT22 WDR45
HuMAP2_03055,4,P00387 Q9H3G5,CYB5R3 CPVL
HuMAP2_03056,4,Q96CF2 Q7LBR1,CHMP4C CHMP1B
HuMAP2_03057,2,Q9Y4P8 Q9H6U6 Q9BSU1,WIPI2 BCAS3 C16orf70
HuMAP2_03058,4,Q9NPC8 Q15139 O95677 O00167 Q99504,SIX2 PRKD1 EYA4 EYA2 EYA3
HuMAP2_03059,5,O15066 Q8N1E2 Q92845 O14782 Q9Y496,KIF3B LYG1 KIFAP3 KIF3C KIF3A
HuMAP2_03060,4,Q99549 Q8NEY8 Q5VWN6 Q96LX8 Q9UK61,MPHOSPH8 PPHLN1 TASOR2 ZNF597 TASOR
HuMAP2_03061,2,Q8TE02 Q0PNE2 Q9UID6,ELP5 ELP6 ZNF639
HuMAP2_03062,4,Q99457 Q9H2G4 Q9H0U9,NAP1L3 TSPYL2 TSPYL1
HuMAP2_03063,3,P19338 P06748 O75607,NCL NPM1 NPM3
HuMAP2_03064,5,Q8IUE0 Q9NZT2 O75581 Q8IUE1 Q9BQB4,TGIF2LY OGFR LRP6 TGIF2LX SOST
HuMAP2_03065,5,Q01658 A1XBS5 Q9HC36 P52739 Q6ZWJ1 Q9NS73 Q6PEV8,DR1 FAM92A MRM3 ZNF131 STXBP4 MBIP FAM199X
HuMAP2_03066,2,Q5HYI7 Q16891 O75431 Q9Y512 Q9BRQ6 Q9NX63,MTX3 IMMT MTX2 SAMM50 CHCHD6 CHCHD3
HuMAP2_03067,2,Q9H0R5 P32456,GBP3 GBP2
HuMAP2_03068,5,Q96RS0  P62306,TGS1 SNRPGP15 SNRPF
HuMAP2_03069,4,Q86UB9 Q9NY59,TMEM135 SMPD3
HuMAP2_03070,5,O75487 Q9Y625,GPC4 GPC6
HuMAP2_03071,4,Q7L190 P35612 P35611,DPPA4 ADD2 ADD1
HuMAP2_03072,4,Q8NFZ8 A8MVW5,CADM4 HEPACAM2
HuMAP2_03073,2,Q06265 Q9Y580 Q5RKV6 Q01780 Q9NQT5 Q8TF46 Q9Y3B2 Q9NPD3 Q13901 Q13868 Q96B26 Q9NQT4 Q99547 Q15024,EXOSC9 RBM7 EXOSC6 EXOSC10 EXOSC3 DIS3L EXOSC1 EXOSC4 C1D EXOSC2 EXOSC8 EXOSC5 MPHOSPH6 EXOSC7
HuMAP2_03074,5,Q8IYG6 Q9HD47 Q6UB28,LRRC56 RANGRF METAP1D
HuMAP2_03075,4,Q96LA8 Q9NZI7 Q9NZI6 Q12800,PRMT6 UBP1 TFCP2L1 TFCP2
HuMAP2_03076,5,Q8NI38 P25963 O00221 Q01201 Q04206 P19838 Q00653 Q04864 Q15653,NFKBID NFKBIA NFKBIE RELB RELA NFKB1 NFKB2 REL NFKBIB
HuMAP2_03077,4,Q96NU1 Q7Z3H4,SAMD11 SAMD7
HuMAP2_03078,5,Q6ZVD8 Q86X45,PHLPP2 LRRC6
HuMAP2_03079,2,Q92844 Q13077,TANK TRAF1
HuMAP2_03080,2,Q01201 Q96NW4 P25963,RELB ANKRD27 NFKBIA
HuMAP2_03081,5,P30536 P43308 Q5T9A4 P51571 P22695 O00264 Q00325 Q8N5K1 P53007 P21796 P45880 Q9Y277 Q7Z5B4 Q9NZ45 Q9NVI7 Q99623 O15258 O96000 Q9BVC6 P35232 Q9Y6C9 O60762 O00767 P05141 P12236 Q53GQ0 P12235,TSPO SSR2 ATAD3B SSR4 UQCRC2 PGRMC1 SLC25A3 CISD2 SLC25A1 VDAC1 VDAC2 VDAC3 RIC3 CISD1 ATAD3A PHB2 RER1 NDUFB10 TMEM109 PHB MTCH2 DPM1 SCD SLC25A5 SLC25A6 HSD17B12 SLC25A4
HuMAP2_03082,5,Q8TAA5 Q8IUZ5,GRPEL2 PHYKPL
HuMAP2_03083,3,P33176 Q9H0B6 Q9NSK0,KIF5B KLC2 KLC4
HuMAP2_03084,5,Q96ER3 Q96QU8 Q9Y5L0 O14787 Q8TCG1 Q9UI26 Q9UBB4 Q96IQ7 Q92973 Q9BXW9 Q9UIA9 Q9HAV4 Q7Z4Q2 Q9C0E2 Q6YHU6,SAAL1 XPO6 TNPO3 TNPO2 CIP2A IPO11 ATXN10 VSIG2 TNPO1 FANCD2 XPO7 XPO5 HEATR3 XPO4 THADA
HuMAP2_03085,4,Q9NYU1 P07942,UGGT2 LAMB1
HuMAP2_03086,4,P09874 Q14191 Q9UGN5 P12956 Q8IW19 Q01831,PARP1 WRN PARP2 XRCC6 APLF XPC
HuMAP2_03087,5,Q13043 Q13188 Q9H4B6 Q6ZTQ3 P18509 Q9Y4C1 P50749,STK4 STK3 SAV1 RASSF6 ADCYAP1 KDM3A RASSF2
HuMAP2_03088,4,Q92560 Q8NB78 Q76L83 Q96DN6 Q9P267,BAP1 KDM1B ASXL2 MBD6 MBD5
HuMAP2_03089,3,Q92973 Q9BXW9,TNPO1 FANCD2
HuMAP2_03090,4,O75794 P41091 P50579 Q8NE71 P05198 P20042 O75475,CDC123 EIF2S3 METAP2 ABCF1 EIF2S1 EIF2S2 PSIP1
HuMAP2_03091,4,Q8N6H7 P14859,ARFGAP2 POU2F1
HuMAP2_03092,4,P11245 Q9UL40,NAT2 ZNF346
HuMAP2_03093,1,Q9P015 Q8N5N7,MRPL15 MRPL50
HuMAP2_03094,5,Q9HBJ0 Q6UWV6,PLAC1 ENPP7
HuMAP2_03095,3,Q3T8J9 Q96RY5,GON4L CRAMP1
HuMAP2_03096,4,Q8IY47 Q06787 P51114 P51116,KBTBD2 FMR1 FXR1 FXR2
HuMAP2_03097,4,Q13438 Q13185 P14625,OS9 CBX3 HSP90B1
HuMAP2_03098,2,Q9Y5Q8 Q9UKN8 Q8WUA4 Q9Y5Q9 Q12789,GTF3C5 GTF3C4 GTF3C2 GTF3C3 GTF3C1
HuMAP2_03099,4,A6NKT7 Q6NXG1 P11086,RGPD3 ESRP1 PNMT
HuMAP2_03100,5,P51884 Q9BT09 Q9H9A6 P20774 O14498 O43300,LUM CNPY3 LRRC40 OGN ISLR LRRTM2
HuMAP2_03101,5,Q96FJ2 Q6PJG9 Q86VQ0,DYNLL2 LRFN4 LCA5
HuMAP2_03102,2,Q9NUQ9 Q9H0Q0,FAM49B FAM49A
HuMAP2_03103,4,P50995 Q9H8S9 P20073,ANXA11 MOB1A ANXA7
HuMAP2_03104,2,P27540 Q16665 P13533,ARNT HIF1A MYH6
HuMAP2_03105,2,Q9Y4I1 Q9NQX4,MYO5A MYO5C
HuMAP2_03106,2,Q15365 Q15366 P42685,PCBP1 PCBP2 FRK
HuMAP2_03107,5,P31274 P14735 Q9H0C8,HOXC9 IDE ILKAP
HuMAP2_03108,4,Q9Y426 A1A4S6 Q92503 A6NI28 O60890 Q9UNA1,C2CD2 ARHGAP10 SEC14L1 ARHGAP42 OPHN1 ARHGAP26
HuMAP2_03109,5,P78406 P04075 P09972 Q96GD0,RAE1 ALDOA ALDOC PDXP
HuMAP2_03110,4,Q16557 Q15238 Q00889 Q00887 O95453 P11464,PSG3 PSG5 PSG6 PSG9 PARN PSG1
HuMAP2_03111,3,Q8N5T2 Q6ZTW0 Q9H6J7 Q6NSI8 Q8IUZ0 Q9BSH3,TBC1D19 TPGS1 C11orf49 KIAA1841 LRRC49 NICN1
HuMAP2_03112,4,P58062 Q8N2G4,SPINK7 LYPD1
HuMAP2_03113,5,P51572 O15258 Q9BVC6,BCAP31 RER1 TMEM109
HuMAP2_03114,1,Q16181 Q15019 Q9NVA2 Q92599 Q9P0V9 Q9UHD8 Q14141,SEPTIN7 SEPTIN2 SEPTIN11 SEPTIN8 SEPTIN10 SEPTIN9 SEPTIN6
HuMAP2_03115,5,P48507 Q8IW52 P48506 Q6P589 Q9Y639 Q9UEW3 Q9NQA5,GCLM SLITRK4 GCLC TNFAIP8L2 NPTN MARCO TRPV5
HuMAP2_03116,3,Q6PJI9 Q13322,WDR59 GRB10
HuMAP2_03117,1,Q8WVC0 Q6P1J9,LEO1 CDC73
HuMAP2_03118,4,Q14203 O75155 Q15286 Q9H3G5 P00387,DCTN1 CAND2 RAB35 CPVL CYB5R3
HuMAP2_03119,2,Q92843 Q96KP6,BCL2L2 TNIP3
HuMAP2_03120,2,P62380 P52655 P52657,TBPL1 GTF2A1 GTF2A2
HuMAP2_03121,2,P23760 Q86WV1,PAX3 SKAP1
HuMAP2_03122,5,O60701 P30041 Q8NFU3 Q9UBR2 P35558,UGDH PRDX6 TSTD1 CTSZ PCK1
HuMAP2_03123,1,Q8NEY4 Q96A05 P15313,ATP6V1C2 ATP6V1E2 ATP6V1B1
HuMAP2_03124,5,Q8NFV4 P58557,ABHD11 YBEY
HuMAP2_03125,4,Q9H244 Q9C0H2,P2RY12 TTYH3
HuMAP2_03126,5,P54578 P08397,USP14 HMBS
HuMAP2_03127,3,P53355 Q9BRA2 P13284 Q8WUY9,DAPK1 TXNDC17 IFI30 DEPDC1B
HuMAP2_03128,3,Q16890 P46782,TPD52L1 RPS5
HuMAP2_03129,1,Q03001 Q15691,DST MAPRE1
HuMAP2_03130,2,O15047 Q9P0U4 Q96IK1 Q8NFC6 Q9UPS6,SETD1A CXXC1 BOD1 BOD1L1 SETD1B
HuMAP2_03131,2,Q00325 P22695 P12236 P49411,SLC25A3 UQCRC2 SLC25A6 TUFM
HuMAP2_03132,3,Q04828 P78417 P30044 P13929 P51857,AKR1C1 GSTO1 PRDX5 ENO3 AKR1D1
HuMAP2_03133,5,O43889 Q9NRA1,CREB3 PDGFC
HuMAP2_03134,2,Q9Y4L1 Q15084,HYOU1 PDIA6
HuMAP2_03135,5,O60858 Q9NXB9,TRIM13 ELOVL2
HuMAP2_03136,5,Q8N4S9 Q15208 Q01459 O75391,MARVELD2 STK38 CTBS SPAG7
HuMAP2_03137,4,Q5VYK3 Q9NZC9 Q6NXE6,ECPAS SMARCAL1 ARMC6
HuMAP2_03138,3,Q9Y294 Q8IWY9 Q9Y6J0 Q9NPG3 Q9Y2V0 Q9NVP2 Q6ZU65,ASF1A CDAN1 CABIN1 UBN1 C15orf41 ASF1B UBN2
HuMAP2_03139,2,Q06787 P51114 P51116,FMR1 FXR1 FXR2
HuMAP2_03140,5,Q9ULW0 Q9Y283 Q93063 Q8N556,TPX2 INVS EXT2 AFAP1
HuMAP2_03141,4,Q96MF2 Q8IWN7,STAC3 RP1L1
HuMAP2_03142,5, P43251 Q99941 Q9UMQ6 P01008,TEX15 BTD ATF6B CAPN11 SERPINC1
HuMAP2_03143,5,Q92888 Q9H425 Q9UBT6 Q86T65 Q9Y4D1 Q8IZC4 P61586 P08134 O00212,ARHGEF1 C1orf198 POLK DAAM2 DAAM1 RTKN2 RHOA RHOC RHOD
HuMAP2_03144,2,Q01995 P68106,TAGLN FKBP1B
HuMAP2_03145,4,Q5JPI3 O95429,C3orf38 BAG4
HuMAP2_03146,4,P04183 O00253,TK1 AGRP
HuMAP2_03147,2,Q6NT52 A6NKQ9,CGB2 CGB1
HuMAP2_03148,4,P55286 O60716 P55287,CDH8 CTNND1 CDH11
HuMAP2_03149,2,Q6PEY0 Q9HAC8,GJB7 UBTD1
HuMAP2_03150,5,Q9NQ79 O95789,CRTAC1 ZMYM6
HuMAP2_03151,4,Q5VTB9 Q8N302 Q9NQZ6,RNF220 AGGF1 ZC4H2
HuMAP2_03152,4,Q8IWB9 Q9H2J7 Q99653 Q9Y679 Q6Y1H2 Q86UL3 Q53EU6,TEX2 SLC6A15 CHP1 AUP1 HACD2 GPAT4 GPAT3
HuMAP2_03153,3,Q8N5Y2  Q68DK7,MSL3 MSL3P1 MSL1
HuMAP2_03154,5,Q8NET5 Q0VDF9 Q99543 Q00688 Q9NRZ9 O60869 Q8WUR7 Q9NTM9 O43663 Q86UK7,NFAM1 HSPA14 DNAJC2 FKBP3 HELLS EDF1 C15orf40 CUTC PRC1 ZNF598
HuMAP2_03155,2,Q5VWG9 Q5H9L4 P21675,TAF3 TAF7L TAF1
HuMAP2_03156,5,Q96CM3 Q9NQI0 Q9NUL7,RPUSD4 DDX4 DDX28
HuMAP2_03157,2,Q92949 P48380,FOXJ1 RFX3
HuMAP2_03158,2,Q8WVZ9 Q96QE5,KBTBD7 TEFM
HuMAP2_03159,4,Q8TDR2 Q9Y243  Q14004  ,STK35 AKT3 HSP90AB2P CDK13 HSP90AA4P HSP90AB3P
HuMAP2_03160,3,P0DN76 Q8WU68,U2AF1L5 U2AF1L4
HuMAP2_03161,2,P48507 P48506,GCLM GCLC
HuMAP2_03162,4,Q9H190 P11309 Q86V86,SDCBP2 PIM1 PIM3
HuMAP2_03163,4,P08134 O15085 Q92888 P61586 Q86T65,RHOC ARHGEF11 ARHGEF1 RHOA DAAM2
HuMAP2_03164,5,Q5VZL5 Q9BUG6 Q9UBW7,ZMYM4 ZSCAN5A ZMYM2
HuMAP2_03165,5,Q15831 Q9C0K7,STK11 STRADB
HuMAP2_03166,5,O95639 Q9NRG4 Q92876,CPSF4 SMYD2 KLK6
HuMAP2_03167,5,Q8WWF5 Q8NEN9 O15033 Q9Y4D2,ZNRF4 PDZD8 AREL1 DAGLA
HuMAP2_03168,5,Q8N465 Q96JM2,D2HGDH ZNF462
