ID,cut_1193.94,cut_1145.7,cut_1085.4,cut_1025.1,cut_964.8,cut_904.5,cut_844.2,cut_783.9,cut_723.6,cut_663.3,cut_603,cut_542.7,cut_482.4,cut_422.1,cut_361.8,cut_301.5,cut_241.2,cut_180.9,cut_120.6,dendrogram_order
ENOG411DXA1,1,1,1,1,2,2,2,5,5,6,6,12,12,14,15,141,328,371,413,1006.0
ENOG411DSVP,1,1,1,1,2,2,2,5,5,6,6,12,12,14,15,141,157,190,219,1007.0
ENOG411DWZJ,1,1,1,1,2,2,2,5,5,6,6,12,12,14,15,141,157,255,290,1008.0
ENOG411DT0J,1,1,1,1,2,2,2,5,5,6,6,12,12,69,171,191,213,249,284,1009.0
ENOG411EM5C,1,1,1,1,2,2,2,5,5,6,6,12,12,69,73,735,792,847,904,1010.0
ENOG411DQ6K,1,1,1,1,2,2,2,5,5,6,6,12,12,69,73,81,94,117,141,1011.0
ENOG411DVFC,1,1,1,1,2,2,2,5,5,6,6,12,12,69,73,81,94,153,179,1012.0
ENOG411DTUF,1,1,1,1,2,2,2,5,5,6,6,12,12,69,73,81,94,232,265,1013.0
ENOG411DWPZ,1,1,1,1,2,2,2,5,5,6,6,12,12,69,73,81,94,346,386,1014.0
ENOG411DQBT,1,1,1,1,2,2,2,5,5,6,6,12,12,69,73,81,247,286,322,1015.0
ENOG411DS51,1,1,1,1,2,2,2,5,5,6,6,12,12,69,73,81,288,328,367,1016.0
ENOG411DZGB,1,1,1,1,2,2,2,5,5,5,517,572,630,690,747,806,865,926,986,1017.0
ENOG411E3QI,1,1,1,1,2,2,2,5,5,5,178,190,205,235,257,282,313,356,397,1018.0
ENOG411E4DM,1,1,1,1,2,2,2,5,5,5,178,190,205,235,257,757,815,872,929,1019.0
ENOG411DTFI,1,1,1,1,2,2,2,5,5,5,5,17,17,19,21,23,29,42,51,1020.0
ENOG411DXBG,1,1,1,1,2,2,2,5,5,5,5,17,17,19,21,23,678,733,789,1021.0
ENOG411DPPN,1,1,1,1,2,2,2,5,5,5,5,51,357,399,436,479,526,579,630,1022.0
ENOG411DUYK,1,1,1,1,2,2,2,5,5,5,5,51,481,528,574,625,677,732,788,1023.0
ENOG411E1JS,1,1,1,1,2,2,2,5,5,5,5,51,53,638,693,749,806,862,919,1024.0
ENOG411DT0W,1,1,1,1,2,2,2,5,5,5,5,51,53,61,90,101,116,143,168,1025.0
ENOG411DVY0,1,1,1,1,2,2,2,5,5,5,5,51,53,61,64,87,101,125,149,1026.0
ENOG411DVTB,1,1,1,1,2,2,2,5,5,5,5,51,53,61,64,87,648,703,759,1027.0
ENOG411DWHV,1,1,1,1,2,2,2,5,5,5,5,51,53,61,64,99,114,141,166,1028.0
ENOG411DPUV,1,1,1,1,2,2,2,5,5,5,5,51,53,61,64,71,155,187,216,1029.0
ENOG411DXHZ,1,1,1,1,2,2,2,5,5,5,5,51,53,61,64,71,155,535,584,1030.0
ENOG411DQQ6,1,1,1,1,2,2,2,5,5,5,5,51,53,61,64,71,83,104,125,1031.0
ENOG411DV8C,1,1,1,1,2,2,2,5,5,5,5,51,53,61,64,71,97,121,145,1032.0
ENOG411DRUG,1,1,1,1,2,2,2,5,5,5,5,347,379,421,458,503,550,603,655,1033.0
ENOG411DR6U,1,1,1,1,2,2,2,5,5,5,5,5,390,433,470,515,563,617,670,1034.0
ENOG411DUND,1,1,1,1,2,2,2,5,5,5,5,5,5,192,210,232,259,298,337,1035.0
ENOG411E0CN,1,1,1,1,2,2,2,5,5,5,5,5,5,192,386,426,468,517,566,1036.0
ENOG411DVX2,1,1,1,1,2,2,2,5,5,5,5,5,5,192,386,530,578,633,688,1037.0
ENOG411DPPM,1,1,1,1,2,2,2,5,5,5,5,5,5,346,379,419,460,509,557,1038.0
ENOG411DRX1,1,1,1,1,2,2,2,5,5,5,5,5,5,346,379,427,469,518,567,1039.0
ENOG411DRP1,1,1,1,1,2,2,2,5,5,5,5,5,5,346,379,427,489,540,590,1040.0
ENOG411DS2V,1,1,1,1,2,2,2,5,5,5,5,5,5,6,18,20,26,37,45,1041.0
ENOG411DY5Y,1,1,1,1,2,2,2,5,5,5,5,5,5,6,18,20,103,128,152,1042.0
ENOG411DSYP,1,1,1,1,2,2,2,5,5,5,5,5,5,6,264,290,322,365,407,1043.0
ENOG411DZBF,1,1,1,1,2,2,2,5,5,5,5,5,5,6,264,290,322,858,915,1044.0
ENOG411DUHE,1,1,1,1,2,2,2,5,5,5,5,5,5,6,7,9,21,30,35,1045.0
ENOG411DTQ3,1,1,1,1,2,2,2,5,5,5,5,5,5,6,7,9,21,339,379,1046.0
ENOG411DRGN,1,1,1,1,2,2,2,5,5,5,5,5,5,6,7,9,24,33,40,1047.0
ENOG411DQST,1,1,1,1,2,2,2,5,5,5,5,5,5,6,7,9,11,16,20,1048.0
ENOG411DYE3,1,1,1,1,2,2,2,5,5,5,5,5,5,6,7,9,11,553,603,1049.0
ENOG411DQQH,1,1,1,1,2,2,2,5,5,5,5,5,5,6,7,214,238,276,311,1050.0
ENOG411DVCZ,1,1,1,1,2,2,2,5,5,5,5,5,5,6,7,214,370,416,460,1051.0
ENOG411DXMR,1,1,1,1,2,2,2,5,5,5,5,5,5,6,7,357,396,443,488,1052.0
ENOG411DSSQ,1,1,1,1,2,2,2,5,5,5,5,5,5,6,7,357,473,522,571,1053.0
ENOG411E2RK,1,1,1,1,74,81,86,93,102,109,122,128,140,162,176,196,218,254,289,1054.0
ENOG411E35B,1,1,1,1,1,292,348,400,460,520,580,640,700,760,821,881,941,1002,1062,1055.0
ENOG411DXP9,1,1,1,1,1,28,30,33,33,35,39,41,385,428,465,510,558,612,665,1056.0
ENOG411DYTX,1,1,1,1,1,28,30,33,33,35,39,41,42,381,418,460,506,558,608,1057.0
ENOG411DRY3,1,1,1,1,1,28,30,33,33,35,39,41,42,47,50,57,67,87,105,1058.0
ENOG411E2X1,1,1,1,1,1,28,30,33,33,35,39,41,42,47,50,492,539,592,643,1059.0
ENOG411EKHM,1,1,1,1,1,28,30,33,33,35,39,41,42,47,50,492,770,825,882,1060.0
ENOG411DU3G,1,1,1,1,1,28,30,33,33,35,39,41,42,47,69,165,185,220,252,1061.0
ENOG411DRQK,1,1,1,1,1,28,30,33,33,35,39,41,42,47,69,76,89,111,132,1062.0
ENOG411E2N7,1,1,1,1,1,28,30,33,33,35,39,41,42,47,69,76,342,386,430,1063.0
ENOG411DQ7R,1,1,1,1,1,1,1,1,1,1,216,232,248,281,307,340,379,425,470,1064.0
ENOG411DPU4,1,1,1,1,1,1,1,1,1,1,1,1,51,59,62,69,81,102,122,1065.0
ENOG411DVUM,1,1,1,1,1,1,1,1,1,1,1,1,51,59,62,597,647,702,758,1066.0
ENOG411DSFE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,39,266,305,344,1067.0
ENOG411DSW0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,39,48,66,79,1068.0
ENOG411DQAJ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,39,48,91,109,1069.0
ENOG411E08J,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,812,869,926,1070.0
ENOG411DSET,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,8,11,15,1071.0
ENOG411DXAP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,8,11,15,1072.0
ENOG411DUHR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,8,11,37,1073.0
ENOG411DPMX,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,8,11,37,1074.0
ENOG411DYP6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,8,863,920,1075.0
ENOG411DY5N,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,8,70,83,1076.0
ENOG411DWBB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,8,19,369,1077.0
ENOG411DU37,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,8,19,23,1078.0
ENOG411DUPC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,8,19,23,1079.0
ENOG411DSKT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,8,19,23,1080.0
ENOG411DPVW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,10,15,19,1081.0
ENOG411DSIH,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,10,15,19,1082.0
ENOG411DQP6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,15,26,30,1083.0
ENOG411DVFS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,15,26,30,1084.0
ENOG411DXX0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,15,26,30,1085.0
ENOG411DZ79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,15,23,136,1086.0
ENOG411DRBP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,15,23,420,1087.0
ENOG411DQWY,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,15,23,27,1088.0
ENOG411DWD0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,15,23,44,1089.0
ENOG411DW04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,585,636,690,745,801,1090.0
ENOG411DXKI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,358,397,445,490,1091.0
ENOG411DTYJ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,40,56,65,1092.0
ENOG411DQHC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,40,56,65,1093.0
ENOG411DRDS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,40,56,65,1094.0
ENOG411DYHC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,40,56,65,1095.0
ENOG411DUIS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,40,56,73,1096.0
ENOG411DQRN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,40,56,67,1097.0
ENOG411DSIW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,40,56,67,1098.0
ENOG411DVJQ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,40,56,67,1099.0
ENOG411DU0N,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,74,95,114,1100.0
ENOG411DTQ7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,74,127,151,1101.0
ENOG411DSI5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,618,673,729,1102.0
ENOG411DWP8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,139,163,1103.0
ENOG411E0AG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1104.0
ENOG411DUP7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1105.0
ENOG411DU7U,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1106.0
ENOG411DSWT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1107.0
ENOG411DPV8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1108.0
ENOG411DS3J,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1109.0
ENOG411DRSV,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1110.0
ENOG411DS8A,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1111.0
ENOG411DTN4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1112.0
ENOG411DWEV,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1113.0
ENOG411DTT6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1114.0
ENOG411E0JK,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1115.0
ENOG411DXQY,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1116.0
ENOG411DSW1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1117.0
ENOG411DYMK,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1118.0
ENOG411EMI2,1,1,1,1,1,1,335,383,442,500,560,619,679,739,800,860,920,981,1041,1119.0
ENOG411DU8M,1,1,1,1,1,1,205,223,251,283,313,342,373,415,452,497,544,597,649,1120.0
ENOG411E49I,1,1,1,1,1,1,160,175,198,221,283,308,334,371,408,450,494,545,595,1121.0
ENOG411DS24,1,1,1,1,1,1,160,175,198,221,247,270,290,325,357,396,436,485,532,1122.0
ENOG411E3JN,1,1,1,1,1,1,160,175,198,221,247,270,295,330,362,402,442,491,539,1123.0
ENOG411DU00,1,1,1,1,1,1,9,10,186,207,233,255,274,308,338,375,414,462,508,1124.0
ENOG411E3RZ,1,1,1,1,1,1,9,10,10,423,471,520,565,621,674,728,785,840,897,1125.0
ENOG411E1TZ,1,1,1,1,1,1,9,10,10,12,53,56,58,68,227,251,280,320,359,1126.0
ENOG411DPRH,1,1,1,1,1,1,9,10,10,12,53,56,58,68,72,80,93,116,139,1127.0
ENOG411DSWX,1,1,1,1,1,1,9,10,10,12,53,56,58,68,72,80,93,118,142,1128.0
ENOG411DT2F,1,1,1,1,1,1,9,10,10,12,53,56,58,68,72,80,93,216,245,1129.0
ENOG411EGHE,1,1,1,1,1,1,9,10,10,12,538,596,655,715,774,834,894,955,1015,1130.0
ENOG411E7A4,1,1,1,1,1,1,9,10,10,12,458,505,548,603,654,706,762,817,874,1131.0
ENOG411DUED,1,1,1,1,1,1,9,10,10,12,12,229,245,278,304,337,375,421,465,1132.0
ENOG411DZ53,1,1,1,1,1,1,9,10,10,12,12,229,245,278,625,676,730,785,841,1133.0
ENOG411E4S2,1,1,1,1,1,1,9,10,10,12,12,13,13,15,560,609,660,715,771,1134.0
ENOG411E439,1,1,1,1,1,1,9,10,10,12,12,13,13,15,16,29,679,734,790,1135.0
ENOG411E68D,1,1,1,1,1,1,9,10,10,12,12,13,13,15,16,29,857,918,978,1136.0
ENOG411E2U1,1,1,1,1,1,1,9,10,10,12,12,13,13,15,16,29,37,65,405,1137.0
ENOG411DQSI,1,1,1,1,1,1,9,10,10,12,12,13,13,15,16,29,37,65,111,1138.0
ENOG411E2QG,1,1,1,1,1,1,9,10,10,12,12,13,13,15,16,29,37,65,78,1139.0
ENOG411E0BW,1,1,1,1,1,1,9,10,10,12,12,13,13,15,16,29,37,65,78,1140.0
ENOG411E3A8,1,1,1,1,1,1,9,10,10,12,12,13,13,15,16,29,37,64,645,1141.0
ENOG411E7K9,1,1,1,1,1,1,9,10,10,12,12,13,13,15,16,29,37,64,975,1142.0
ENOG411E3SI,1,1,1,1,1,1,9,10,10,12,12,13,13,15,16,29,37,64,687,1143.0
ENOG411DS0R,1,1,1,1,1,1,9,10,10,12,12,13,13,15,16,29,37,64,77,1144.0
ENOG411DZRD,1,1,1,1,1,1,9,10,10,12,12,13,13,15,16,29,37,64,77,1145.0
ENOG411DPUN,1,1,1,1,1,1,9,10,10,12,12,13,13,15,16,29,37,64,103,1146.0
ENOG411DX2I,1,1,1,1,1,1,9,10,10,12,12,13,13,15,16,29,37,64,103,1147.0
ENOG411E2KA,1,1,1,1,1,1,9,10,10,12,12,13,13,15,16,29,37,64,164,1148.0
ENOG411E2S2,1,1,1,1,1,1,9,10,10,12,12,13,13,15,16,29,37,64,115,1149.0
ENOG411E4SU,1,1,1,1,1,1,9,10,10,12,12,13,13,15,16,29,37,64,115,1150.0
ENOG411DVGU,1,1,1,1,1,1,9,10,10,12,12,13,13,15,16,29,37,52,138,1151.0
ENOG411DQB1,1,1,1,1,1,1,9,10,10,12,12,13,13,15,16,29,37,52,70,1152.0
ENOG411DS4G,1,1,1,1,1,1,9,10,10,12,12,13,13,15,16,29,37,52,70,1153.0
ENOG411DR8U,1,1,1,1,1,1,9,10,10,12,12,13,13,15,16,29,37,52,61,1154.0
ENOG411DRHR,1,1,1,1,1,1,9,10,10,12,12,13,13,15,16,29,37,52,61,1155.0
ENOG411DU5U,1,1,1,1,1,1,9,10,10,12,12,13,13,15,16,29,37,74,90,1156.0
ENOG411E2UM,1,1,1,1,1,1,9,10,10,12,12,13,13,15,16,29,37,74,246,1157.0
ENOG411E77K,1,1,1,1,1,1,9,10,10,12,12,13,13,15,16,125,140,171,198,1158.0
ENOG411E3R2,1,1,1,1,1,1,9,10,10,12,12,13,13,15,16,297,330,373,415,1159.0
ENOG411DRVX,1,1,1,1,1,1,9,10,10,12,12,13,13,15,16,18,79,100,120,1160.0
ENOG411E5TI,1,1,1,1,1,1,9,10,10,12,12,13,13,15,16,18,79,883,940,1161.0
ENOG411DV1C,1,1,1,1,1,1,9,10,10,12,12,13,13,15,16,18,23,32,47,1162.0
ENOG411DUAM,1,1,1,1,1,1,9,10,10,12,12,13,13,15,16,18,23,32,47,1163.0
ENOG411DSK3,1,1,1,1,1,1,9,10,10,12,12,13,13,15,16,18,23,32,47,1164.0
ENOG411DS83,1,1,1,1,1,1,9,10,10,12,12,13,13,15,16,18,23,32,69,1165.0
ENOG411DRJ2,1,1,1,1,1,1,9,10,10,12,12,13,13,15,16,18,23,32,39,1166.0
ENOG411DYC3,1,1,1,1,1,1,9,10,10,12,12,13,13,15,16,18,23,32,39,1167.0
ENOG411DQSP,1,1,1,1,1,1,9,10,10,12,12,13,13,15,16,18,23,32,84,1168.0
ENOG411E2NU,1,1,1,1,1,1,9,10,10,12,12,13,13,15,16,18,23,32,84,1169.0
ENOG411E3J8,1,1,1,1,1,1,9,10,10,12,12,13,13,15,16,18,23,32,335,1170.0
ENOG411DS18,1,1,1,1,1,1,9,10,10,12,12,13,13,15,16,18,23,32,253,1171.0
ENOG411E3NP,1,1,1,1,1,1,9,10,10,12,12,13,13,15,16,18,23,32,85,1172.0
ENOG411DQA2,1,1,1,1,1,1,9,10,10,12,12,13,13,15,16,18,23,32,85,1173.0
ENOG411DQDY,1,1,1,1,1,1,9,10,10,12,12,13,13,15,16,18,23,32,85,1174.0
ENOG411DTV3,1,1,1,1,1,1,9,10,10,12,12,13,13,15,16,18,23,32,85,1175.0
ENOG411DXBT,1,1,1,1,1,1,9,10,10,12,12,13,13,15,16,18,23,32,85,1176.0
ENOG411DZR8,1,1,1,1,1,1,9,10,10,12,12,13,13,15,16,18,23,32,85,1177.0
ENOG411DQRY,1,1,1,1,1,1,9,10,10,12,12,13,13,15,16,18,23,32,85,1178.0
ENOG411E4V5,1,1,1,1,1,1,9,10,10,12,12,13,13,15,16,18,23,32,85,1179.0
ENOG411E0AU,1,1,1,1,1,1,9,10,10,12,12,13,13,15,16,18,23,36,43,1180.0
ENOG411DQSK,1,1,1,1,1,1,9,10,10,12,12,13,13,15,16,18,23,36,43,1181.0
ENOG411E33B,1,1,1,1,1,1,9,10,10,12,12,13,13,15,16,18,23,45,176,1182.0
ENOG411E3P7,1,1,1,1,1,1,9,10,10,12,12,13,13,15,16,18,23,45,421,1183.0
ENOG411E2TY,1,1,1,1,1,1,9,10,10,12,12,13,13,15,16,18,23,45,88,1184.0
ENOG411DVJX,1,1,1,1,1,1,9,10,10,12,12,13,13,15,16,18,23,45,54,1185.0
ENOG411E4PZ,1,1,1,1,1,1,9,10,10,12,12,13,13,15,16,18,23,45,54,1186.0
ENOG411E3NR,1,1,1,1,1,1,9,10,10,12,12,13,13,15,16,18,23,45,54,1187.0
ENOG411DWKI,1,1,1,1,1,1,9,10,10,12,12,13,13,15,16,18,23,45,54,1188.0
ENOG411E2UT,1,1,1,1,1,1,9,10,10,12,12,13,13,15,16,18,23,45,467,1189.0
ENOG411E4UF,1,1,1,1,1,1,9,10,10,12,12,13,13,15,16,18,23,45,249,1190.0
ENOG411E4QM,1,1,1,1,1,1,9,10,10,12,12,13,13,15,16,18,23,45,672,1191.0
ENOG411DPQ8,1,1,1,1,1,1,9,10,10,12,12,13,13,15,16,18,36,51,60,1192.0
ENOG411E3SN,1,1,1,1,1,1,9,10,10,12,12,13,13,15,16,18,36,51,140,1193.0
ENOG411E618,1,1,1,1,1,1,9,10,10,12,12,13,13,15,16,18,36,161,965,1194.0
ENOG411E41J,1,1,1,1,1,1,9,10,10,12,12,13,13,15,16,18,36,161,187,1195.0
ENOG411E31C,1,1,1,1,1,1,9,10,10,12,12,13,13,15,16,18,36,161,316,1196.0
ENOG411DTUG,1,1,1,1,1,1,9,10,10,12,12,13,13,15,16,18,36,161,316,1197.0
ENOG411DPUB,1,1,1,1,1,1,9,10,10,12,12,13,13,267,293,325,360,406,450,1198.0
ENOG411E0B3,1,1,1,1,1,1,9,10,10,12,12,13,13,267,394,436,479,528,577,1199.0
ENOG411E2R8,1,4,121,180,221,256,293,324,364,402,444,489,528,578,627,678,732,787,843,1200.0
ENOG411E3U5,1,4,121,180,221,256,293,324,364,402,444,489,528,578,627,678,732,787,843,1201.0
ENOG411DSV2,1,4,7,13,15,16,18,21,21,23,26,28,28,31,33,37,46,62,75,1202.0
ENOG411DVD6,1,4,7,13,15,16,18,21,21,23,26,28,28,31,33,37,46,62,75,1203.0
ENOG411DR3E,1,18,41,67,78,85,90,97,106,113,126,133,145,167,182,202,224,261,296,1204.0
ENOG411DY8R,1,18,41,67,78,85,90,97,106,113,126,133,145,167,182,202,224,261,296,1205.0
ENOG411DSRB,1,18,45,75,88,95,101,109,120,127,141,149,164,189,207,229,256,295,332,1206.0
ENOG411DXSJ,1,18,45,75,88,95,101,109,120,127,141,149,164,189,207,229,256,295,332,1207.0
